-DOCSTART- -X- O O
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
urea	B-EVENT
,	O
235	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
Cl	B-EVENT
,	O
99	B-RML
meq	I-RML
/	I-RML
l	I-RML
;	I-RML
Na	B-EVENT
,	O
135	B-RML
meq	I-RML
/	I-RML
l	I-RML
;	I-RML
K	B-EVENT
,	O
3,4	B-RML
meq	I-RML
/	I-RML
l	I-RML
;	I-RML
glukosa	B-EVENT
,	O
164	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
CO2	B-EVENT
totala	O
,	O
15	B-RML
;	I-RML
hemoglobina	B-EVENT
,	O
15,4	B-RML
g	I-RML
/	I-RML
dl	I-RML
;	I-RML
hematokritoa	B-EVENT
,	O
%	B-RML
45,1	I-RML
;	I-RML
plaketak	B-EVENT
,	O
162.000	B-RML
/	I-RML
u	O
l	O
;	O
leukozitoak	B-EVENT
,	O
12.000	B-RML
/	I-RML
ul	O
;	O
INR	B-EVENT
,	O
1,07	B-RML
;	I-RML
APTT	B-EVENT
,	O
31,1	B-RML
s	I-RML
.	O
-DOCSTART- -X- O O
Anestesia	O
topikoa	O
jarri	O
ostean	O
,	O
gastroskopioa	O
ahotik	O
barrena	O
sartuta	O
:	O
hestegorriak	O
kalibre	O
eta	O
mukosa	O
normala	O
du	O
;	O
urdailaren	O
zabalgarritasuna	B-EVENT
eta	O
uzkurtasuna	B-EVENT
normalak	B-RML
dira	O
;	O
ez	O
da	O
odol-aztarnarik	O
ikusten	O
,	O
ez	O
eta	O
lesiorik	O
ere	O
;	O
piloro	O
normala	O
.	O
-DOCSTART- -X- O O
POPULAZIOA	O
19205858	O
_	O
K_L	O
_	O
19	O
_	O
1%	O
absolutua	O
%	O
partziala	O
Linfozitoak	B-EVENT
96,2	B-RML
96,2	I-RML
B	O
linfozitoak	B-EVENT
69,27	B-RML
71,86	I-RML
B	O
linfozito	B-EVENT
normalak	O
0	B-RML
0	I-RML
B	O
linfozito	B-EVENT
patologikoak	O
65,11	B-RML
93,99	I-RML
Kappa	B-EVENT
+	B-RML
7,94	I-RML
12,19	I-RML
Lambda	B-EVENT
+	B-RML
53,97	I-RML
82,89	I-RML
Diagnostikoa	O
%	O
96ko	O
linfozitosia	O
.	O
-DOCSTART- -X- O O
PSA	B-EVENT
(	O
2011	O
-	O
07	O
-	O
20	O
)	O
:	O
12	B-RML
;	I-RML
PSA	B-EVENT
(	O
2011	O
-	O
12	O
-	O
04	O
)	O
:	O
16	B-RML
;	I-RML
PSA	B-EVENT
(	O
2012	O
-	O
04	O
-	O
04	O
)	O
:	O
18	B-RML
.	O
-DOCSTART- -X- O O
-	O
Bular	O
eta	O
Sabel	O
erradiografia	B-EVENT
normalak	B-RML
.	O
-DOCSTART- -X- O O
CD19	B-EVENT
POS	B-RML
.	O
-DOCSTART- -X- O O
Antibiograma	O
:	O
ziprofloxazino	B-EVENT
eta	O
amoxizilinarekiko	B-EVENT
sentikorra	B-RML
.	O
-DOCSTART- -X- O O
E	B-EVENT
.	O
colirentzat	O
positiboa	B-RML
.	O
-DOCSTART- -X- O O
IP	B-EVENT
%	B-RML
27	I-RML
-DOCSTART- -X- O O
CD22	B-EVENT
POS	B-RML
.	O
-DOCSTART- -X- O O
Mujer	O
de	O
60	O
anos	O
diagnosticada	O
en	O
enero	O
de	O
2010	O
de	O
LMC	O
BCR-ABL	B-EVENT
positivo	B-RML
.	O
-DOCSTART- -X- O O
ANALITIKA	O
.	O
18.000	B-RML
leukozito	B-EVENT
;	I-EVENT
neutrofiloak	I-EVENT
,	O
%	B-RML
85	I-RML
.	O
-DOCSTART- -X- O O
-	O
Ki67	B-EVENT
:	I-EVENT
Positibitatea	B-RML
(	O
%	B-RML
40	I-RML
)	I-RML
-	O
p53	B-EVENT
:	I-EVENT
positiboa	B-RML
maila	I-RML
handian	I-RML
(	O
%	B-RML
90	I-RML
)	I-RML
-	O
Ck	B-EVENT
19	O
:	O
positibitate	B-RML
moderatua	I-RML
(	O
%	B-RML
80	I-RML
)	I-RML
HEDADURA-AZTERKETA	O
-	O
Torax	O
,	O
abdomen	O
eta	O
pelbiseko	O
OTA	O
:	O
distantziako	O
barreiadura-zeinurik	O
gabe	O
.	O
-DOCSTART- -X- O O
Baziloskopia	B-EVENT
(	O
+	B-RML
+	I-RML
+	I-RML
)	I-RML
.	O
-DOCSTART- -X- O O
Gorputz	O
miaketa	O
:	O
Tenperatura	B-EVENT
altua	O
(	O
39,4o	B-RML
C	I-RML
)	I-RML
eta	O
ukituz	O
gero	O
,	O
sabeleko	O
mina	O
,	O
baina	O
biguna	O
eta	O
jaistailea	O
.	O
-DOCSTART- -X- O O
Proba	O
osagarriak	O
-	O
Analitika	O
:	O
Burdin	O
maila	B-EVENT
baxua	B-RML
.	O
-DOCSTART- -X- O O
Angioedema	O
berreritzailea	O
,	O
proba	B-EVENT
diagnostiko	O
negatiboekin	B-RML
.	O
-DOCSTART- -X- O O
En	O
el	O
momento	O
del	O
alta	O
definitiva	O
,	O
el	O
paciente	O
mantenia	O
una	O
apertura	B-EVENT
bucal	O
de	O
3	B-RML
cm	I-RML
.	O
-DOCSTART- -X- O O
Explorazio	O
orokorra	O
:	O
Febrikula	O
,	O
tentsio	B-EVENT
baxua	B-RML
,	O
kakexia	O
,	O
beste	O
guztia	B-EVENT
normala	B-RML
.	O
-DOCSTART- -X- O O
Permanece	O
asintomatico	O
y	O
con	O
controles	B-EVENT
analiticos	O
normales	B-RML
.	O
-DOCSTART- -X- O O
Begien	O
azterketa	B-EVENT
oftalmoskopikoa	O
:	O
normala	B-RML
.	O
-DOCSTART- -X- O O
Ante	O
la	O
escasa	O
respuesta	O
encontrada	O
,	O
se	O
inicio	O
un	O
estudio	O
mas	O
avanzado	O
,	O
solicitando	O
urografia	B-EVENT
intravenosa	O
para	O
descartar	O
tumor	O
urotelial	O
del	O
tracto	O
urinario	O
superior	O
,	O
la	O
cual	O
fue	O
rigurosamente	O
normal	B-RML
,	O
y	O
ecografia	B-EVENT
urologica	O
que	O
tambien	O
fue	O
normal	B-RML
,	O
por	O
lo	O
que	O
se	O
realizo	O
cistoscopia	O
en	O
consulta	O
,	O
hallando	O
lesiones	O
nodulares	O
,	O
sobreelevadas	O
,	O
de	O
aspecto	O
solido	O
,	O
discretamente	O
enrojecidas	O
,	O
con	O
areas	O
adyacentes	O
de	O
edema	O
,	O
localizadas	O
en	O
trigono	O
y	O
parte	O
inferior	O
de	O
ambas	O
caras	O
laterales	O
.	O
-DOCSTART- -X- O O
La	O
TAC	O
y	O
RM	O
de	O
craneo	O
mostraron	O
una	O
masa	B-EVENT
bien	O
delimitada	O
localizada	O
en	O
el	O
interior	O
del	O
ventriculo	O
lateral	O
derecho	O
a	O
nivel	O
del	O
atrio	O
y	O
asta	O
temporal	O
,	O
de	O
densidad	O
homogenea	O
y	O
de	O
6	B-RML
por	I-RML
2,5	I-RML
cms	I-RML
,	O
con	O
importante	O
edema	O
perilesional	O
y	O
que	O
mostraba	O
intensa	O
captacion	O
tras	O
la	O
administracion	O
de	O
contraste	O
intravenoso	O
.	O
-DOCSTART- -X- O O
Erritmo	B-EVENT
sinusala	O
,	O
95	B-RML
tau	I-RML
/	I-RML
min	I-RML
.	O
-DOCSTART- -X- O O
Eskuin-goiko	O
lobuluan	O
ertz	O
irregularrak	O
dituen	O
2,2	B-RML
x	I-RML
1,5	I-RML
mm-ko	I-RML
nodulua	B-EVENT
.	O
-DOCSTART- -X- O O
Ante	O
la	O
sospecha	O
de	O
sindrome	O
hepatopulmonar	O
se	O
realizo	O
una	O
gasometria	O
arterial	O
y	O
espirometria	O
:	O
FEV1	B-EVENT
105,9%	B-RML
,	O
FVC	B-EVENT
101,8%	B-RML
,	O
FEV1	B-EVENT
/	I-EVENT
FVC	I-EVENT
87,52	B-RML
asi	O
como	O
un	O
ecocardiograma	O
con	O
contraste	O
sonicado	O
que	O
objetivo	O
el	O
paso	O
de	O
suero	O
desde	O
la	O
auricula	O
derecha	O
a	O
la	O
izquierda	O
sugiriendo	O
cortocircuito	O
cardiaco	O
.	O
-DOCSTART- -X- O O
Arantzazuk	O
,	O
12	O
urteko	O
emakumeak	O
,	O
eskoliosi	O
idiopatikoa	O
du	O
(	O
Cobb	O
angelua	B-EVENT
25o	B-RML
)	I-RML
.	O
-DOCSTART- -X- O O
El	O
dia	O
12	O
,	O
con	O
pases	O
cada	O
2	O
h	O
de	O
liquido	O
al	O
3,27%	O
,	O
40	O
minutos	O
de	O
permanencia	O
,	O
con	O
12	O
ml	O
/	O
kg	O
,	O
los	O
cocientes	O
D	O
/	O
P	O
de	O
urea	B-EVENT
,	O
creatinina	B-EVENT
y	O
Dt	B-EVENT
/	I-EVENT
Do	I-EVENT
glucosa	O
eran	O
0,94	B-RML
,	O
0,85	B-RML
y	O
0,16	B-RML
respectivamente	O
,	O
por	O
lo	O
que	O
disminuimos	O
la	O
concentracion	O
al	O
2,27%	O
(	O
en	O
un	O
peritoneo	O
tan	O
permeable	O
una	O
solucion	O
tan	O
hipertonica	O
puede	O
no	O
ser	O
necesaria	O
)	O
y	O
aumentamos	O
la	O
permanencia	O
a	O
60	O
minutos	O
(	O
pases	O
cada	O
2	O
horas	O
)	O
,	O
obteniendo	O
cocientes	B-EVENT
de	O
0,96	B-RML
,	O
0,85	B-RML
y	O
0,22	B-RML
respectivamente	O
(	O
con	O
un	O
liquido	O
menos	O
concentrado	O
,	O
menos	O
agresivo	O
,	O
seguiamos	O
obteniendo	O
una	O
depuracion	O
similar	O
)	O
,	O
con	O
descenso	B-EVENT
de	O
creatinina	O
en	O
36	O
h	O
de	O
5,5	B-RML
mg	I-RML
/	I-RML
dl	I-RML
a	O
4	B-RML
mg	I-RML
/	I-RML
dl	I-RML
(	O
funcion	B-EVENT
renal	O
de	O
8	B-RML
ml	I-RML
/	I-RML
min	I-RML
/	I-RML
1,73	I-RML
m2	I-RML
por	O
aclaramiento	O
urinario	O
de	O
creatinina	O
y	O
de	O
10	B-RML
ml	I-RML
/	I-RML
min	I-RML
/	I-RML
1,73	I-RML
m2	I-RML
por	O
formula	O
de	O
Schwarz	O
)	O
.	O
-DOCSTART- -X- O O
Albumina	B-EVENT
:	I-EVENT
4,2	B-RML
g	I-RML
/	I-RML
dL	I-RML
-DOCSTART- -X- O O
Antiazetilkolina	B-EVENT
Ag	O
:	O
234	B-RML
,	O
Estimulazio	O
Errepikatutako	O
Testa	B-EVENT
eta	O
Jitter-a	B-EVENT
patologikoak	B-RML
,	O
Bularreko	O
TAK-a	O
:	O
Timoma	O
eta	O
Anatomopatologia	O
:	O
AB	O
Timoma	O
,	O
IIa	O
estadioa	O
Tratamendua	O
:	O
Piridostigmina	O
eta	O
kortikoide	O
oralak	O
Timektomia	O
eta	O
radioterapia	O
.	O
-DOCSTART- -X- O O
MIAKETA	O
OSAGARRIA	O
-	O
Analitika	O
:	O
Gasometria	O
arteriala	O
:	O
pH	B-EVENT
7,43	B-RML
;	I-RML
PCO2	B-EVENT
31mmHg	B-RML
;	I-RML
PO2	B-EVENT
52	B-RML
mmHgHCO2	I-RML
20,6mmHg	I-RML
;	I-RML
SatO2	B-EVENT
%	B-RML
87	I-RML
;	I-RML
FiO2	B-EVENT
ezezaguna	B-RML
.	O
-DOCSTART- -X- O O
-	O
Enema	B-EVENT
opakoa	O
:	O
normala	B-RML
-	O
Histeroskopia	O
:	O
Uteroko	O
barrunbea	O
irregularra	O
.	O
-DOCSTART- -X- O O
Sabeleko	O
ekografia	O
:	O
gibelean	O
2	O
kiste	B-EVENT
,	O
6	B-RML
milimetrokoak	I-RML
(	O
II	O
eta	O
III	O
segmentoetan	O
,	O
ezkerraldeko	O
lobuluan	O
)	O
eta	O
kolezistitis	O
gabeko	O
kolelitiasia	O
.	O
-DOCSTART- -X- O O
Erritmo	B-EVENT
sinusala	O
,	O
75	B-RML
tau	I-RML
/	I-RML
min	I-RML
.	O
-DOCSTART- -X- O O
Bb	B-EVENT
guztira	O
:	O
0,67	B-RML
mg	I-RML
/	I-RML
dL	I-RML
-DOCSTART- -X- O O
Actualmente	O
(	O
al	O
ano	O
de	O
finalizacion	O
del	O
tratamiento	O
)	O
,	O
se	O
encuentra	O
asintomatica	O
con	O
cistoscopia	B-EVENT
de	O
control	O
normal	B-RML
y	O
urocultivos	B-EVENT
negativos	B-RML
.	O
-DOCSTART- -X- O O
Hipotentsio	B-EVENT
40	B-RML
/	I-RML
20	I-RML
indukzioaren	O
ondoren	O
,	O
hasiera	O
ematen	O
zaio	O
NAD-ekin	O
CP-n	O
1	O
mcg	O
/	O
kg	O
/	O
min	O
;	O
guztira	O
1	O
mg	O
adrenalina	O
ematen	O
da	O
(	O
boloetan	O
diluituta	O
)	O
,	O
90	B-RML
mmHg	I-RML
TA	B-EVENT
sistolikoa	O
errekuperatuz	O
.	O
-DOCSTART- -X- O O
Eiekzio-frakzioa	B-EVENT
,	O
%	B-RML
45	I-RML
.	O
-DOCSTART- -X- O O
ZMBaren	O
antigenemia	B-EVENT
positiboa	B-RML
.	O
-DOCSTART- -X- O O
Presento	O
disfagia	O
secundaria	O
a	O
la	O
radioterapia	O
tanto	O
a	O
solidos	O
como	O
a	O
liquidos	O
,	O
con	O
perdida	B-EVENT
ponderal	O
de	O
10	B-RML
kilogramos	I-RML
(	I-RML
kg	I-RML
)	I-RML
en	O
dos	O
meses	O
.	O
-DOCSTART- -X- O O
MIAKETA	O
OSAGARRIAK	O
EKG	O
:	O
minutuko	B-RML
60	I-RML
taupadako	I-RML
erritmo	B-EVENT
estimulatua	O
,	O
ezkerreko	O
adarraren	O
blokeo-irudiarekin	O
.	O
-DOCSTART- -X- O O
25	O
urteko	O
mutil	O
bat	O
,	O
Larrialdietara	O
etorri	O
zen	O
sabeleko	O
minez	O
,	O
botaka	O
eta	O
39oC-ko	B-RML
sukarrarekin	B-EVENT
.	O
-DOCSTART- -X- O O
Pultsu	B-EVENT
erradial	O
egokia	B-RML
du	O
.	O
-DOCSTART- -X- O O
Se	O
realizo	O
una	O
nueva	O
PL	O
sin	O
incidencias	O
,	O
pero	O
en	O
esta	O
ocasion	O
se	O
tuvieron	O
que	O
trans-fundir	O
previamente	O
varios	O
concentrados	O
de	O
plaquetas	O
portener	O
el	O
paciente	O
una	O
trombocitopenia	B-EVENT
de	O
26.000	B-RML
/	I-RML
mm3	I-RML
.	O
-DOCSTART- -X- O O
La	O
prueba	B-EVENT
de	O
cloruros	O
en	O
sudor	O
fue	O
normal	B-RML
.	O
-DOCSTART- -X- O O
MIAKETA	O
FISIKOAK	O
:	O
TA	B-EVENT
170	B-RML
/	I-RML
80	I-RML
mmHg	I-RML
;	I-RML
BM	B-EVENT
80	B-RML
taupada	I-RML
/	I-RML
min	I-RML
;	I-RML
O2	O
asetasuna	B-EVENT
99	B-RML
-	I-RML
100%	I-RML
(	O
O2	O
2L	O
)	O
;	O
Tenp	B-EVENT
36.5oC	B-RML
Kordean	O
,	O
lekuko	O
eta	O
denborako	O
orientazio	O
egokiak	O
.	O
-DOCSTART- -X- O O
Transaminasas	B-EVENT
y	O
enzimas	B-EVENT
de	O
colestasis	O
dentro	B-RML
de	I-RML
la	I-RML
normalidad	I-RML
.	O
-DOCSTART- -X- O O
Kreatitina	B-EVENT
,	O
0,92	B-RML
;	I-RML
urea	B-EVENT
,	O
33	B-RML
;	I-RML
Na	B-EVENT
,	O
137,4	B-RML
;	I-RML
K	B-EVENT
,	O
3,6	B-RML
;	I-RML
hemoglobina	B-EVENT
,	O
11,1	B-RML
g	I-RML
/	I-RML
dl	I-RML
;	I-RML
hematokritoa	B-EVENT
,	O
%	B-RML
31	I-RML
;	I-RML
plaketak	B-EVENT
,	O
277.000	B-RML
;	I-RML
leukozitoak	B-EVENT
,	O
2.880	B-RML
(	O
neutrofiloak	B-EVENT
,	O
1.440	B-RML
;	I-RML
linfozitoak	B-EVENT
,	O
650	B-RML
)	I-RML
;	O
CPR	B-EVENT
,	O
89	B-RML
.	O
-DOCSTART- -X- O O
En	O
la	O
analitica	O
se	O
evidenciaron	O
leucocitosis	B-EVENT
de	O
21.720	B-RML
/	I-RML
mm3	I-RML
(	O
17,2%	B-RML
neutrofilos	B-EVENT
,	O
4,1%	B-RML
linfocitos	B-EVENT
,	O
2,4%	B-RML
monocitos	B-EVENT
y	O
75,3%	B-RML
eosinofilos	B-EVENT
)	I-EVENT
,	O
VSG	B-EVENT
60	B-RML
mm	I-RML
en	O
la	O
primera	O
hora	O
,	O
PCR	B-EVENT
38,80	B-RML
mg	I-RML
/	I-RML
L	I-RML
,	O
ferritina	B-EVENT
481	B-RML
ng	I-RML
/	I-RML
mL	I-RML
,	O
factor	B-EVENT
reumatoide	O
800	B-RML
como	O
reactantes	O
de	O
fase	O
aguda	O
,	O
hipoalbuminemia	B-EVENT
de	O
2,2	B-RML
g	I-RML
/	I-RML
dL	I-RML
sin	O
alteracion	O
de	O
otros	O
marcadores	O
de	O
malabsorcion	O
.	O
-DOCSTART- -X- O O
IRUDI-PROBAK	O
Bularretako	O
ekografia	O
,	O
mamografia	O
:	O
-	O
Ezkerreko	O
bularra	O
:	O
Masa	O
kanpoko	O
beheko	O
koadrantean	O
(	O
CIE	O
)	O
,	O
inguru	O
irregularrak	O
eta	O
egitura	O
heterogeneoa	O
dituena	O
,	O
hedadura	O
duktalarekin	O
areola	O
atzeko	O
zonarantz	O
;	O
gehieneko	O
diametroa	B-EVENT
6	B-RML
cm-koa	I-RML
da	O
.	O
-DOCSTART- -X- O O
-	O
PAAF	B-EVENT
masa	O
abdominala	O
:	O
zelula	B-EVENT
kaltegarrientzat	O
negatiboa	B-RML
.	O
-DOCSTART- -X- O O
Adierazi	O
du	O
ez	O
duela	O
bizi	O
nahi	O
,	O
galdeketan	O
aldarte	O
depresiboa	O
atzeman	O
zaio	O
,	O
anhedonia	O
,	O
hiporexia	O
,	O
pisu-galera	B-EVENT
(	O
3	B-RML
bat	I-RML
kg	I-RML
azkeneko	O
hiru	O
asteetan	O
)	O
,	O
insomnioa	O
eta	O
itxaropen	O
falta	O
.	O
-DOCSTART- -X- O O
Fibrilazio	B-EVENT
aurikularra	O
,	O
98	B-RML
tau	I-RML
/	I-RML
min	I-RML
.	O
-DOCSTART- -X- O O
Hematieak	B-EVENT
,	O
4.760	B-RML
*	I-RML
10e6	I-RML
/	I-RML
uL	I-RML
;	I-RML
hemoglobina	B-EVENT
,	O
14,2	B-RML
g	I-RML
/	I-RML
dl	I-RML
;	I-RML
hematokritoa	B-EVENT
%	I-EVENT
44,1	B-RML
;	I-RML
BBK	B-EVENT
,	O
92,6	B-RML
fl	I-RML
;	I-RML
Plaketak	B-EVENT
,	O
243	B-RML
*	I-RML
10e3	I-RML
/	I-RML
ul	I-RML
;	I-RML
leukozitoak	B-EVENT
,	O
4.76	B-RML
*	I-RML
10e3	I-RML
/	I-RML
ul	I-RML
;	I-RML
leukozito-ormula	B-EVENT
normala	B-RML
;	I-RML
glukosa	B-EVENT
114	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
kolesterola	B-EVENT
,	O
290	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
HDL	O
kolesterola	B-EVENT
,	O
61	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
triglizeridoak	B-EVENT
,	O
166	B-RML
mg	I-RML
/	I-RML
dl	I-RML
;	I-RML
Gamma	O
GT	B-EVENT
,	O
50	B-RML
U	I-RML
/	I-RML
l	I-RML
;	I-RML
AST	B-EVENT
(	O
GOT	B-EVENT
)	I-EVENT
,	O
84	B-RML
U	I-RML
/	I-RML
l	I-RML
;	I-RML
ALT	B-EVENT
(	O
GPT	B-EVENT
)	I-EVENT
40	B-RML
U	I-RML
/	I-RML
l	I-RML
.	O
-DOCSTART- -X- O O
El	O
estudio	B-EVENT
parasitologico	O
en	O
heces	O
en	O
3	O
muestras	O
convenientemente	O
recogidas	O
tambien	O
resulto	O
negativo	B-RML
.	O
-DOCSTART- -X- O O
Elisa	O
eta	O
Western-Blot	O
serologia	O
probak	B-EVENT
HIVrentzako	I-EVENT
positiboak	B-RML
.	O
-DOCSTART- -X- O O
Lambda	B-EVENT
POS	B-RML
.	O
-DOCSTART- -X- O O
PCE	B-EVENT
(	O
Proteina	B-EVENT
C	O
erreaktiboa	O
)	O
33,07	B-RML
mg	I-RML
/	I-RML
dl	I-RML
(	O
330	B-RML
mg	I-RML
/	I-RML
L	I-RML
)	I-RML
,	O
prokaltzitonina	B-EVENT
0,65	B-RML
ng	I-RML
/	I-RML
ml	I-RML
.	O
-DOCSTART- -X- O O
-	O
Barneko	O
beheko	O
koadrantean	O
(	O
CII	O
)	O
:	O
5mm-ko	B-RML
nodulua	B-EVENT
.	O
-DOCSTART- -X- O O
La	O
Resonancia	O
Nuclear	O
Magnetica	O
(	O
RNM	O
)	O
mostro	O
una	O
masa	O
con	O
base	B-EVENT
de	O
17	B-RML
mm	I-RML
discretamente	O
hiperintensa	O
en	O
T1	O
e	O
hipointensa	O
en	O
T2	O
,	O
compatible	O
con	O
el	O
diagnostico	O
de	O
melanoma	O
de	O
coroides	O
(	O
1	O
)	O
.	O
-DOCSTART- -X- O O
EMN	O
Eskuineko	O
bularra	O
(	O
kaptazio	O
patologikoko	O
zenbait	O
foku	O
)	O
:	O
-	O
Barneko	O
goiko	O
koadrantean	O
(	O
CSI	O
)	O
:	O
1,6cm-ko	B-RML
lesioa	B-EVENT
-	O
Koadrante	O
arteko	O
sakoneko	O
zonan	O
(	O
IC	O
)	O
:	O
4mm-ko	B-RML
nodulu	B-EVENT
txikia	O
,	O
toraxeko	O
paretatik	O
10mm-ra	O
.	O
-DOCSTART- -X- O O
-	O
Froga	O
Osagarriak	O
:	O
EKG	O
:	O
RS	B-EVENT
a	O
86	B-RML
lpm	I-RML
Bularreko	O
Rx	B-EVENT
:	I-EVENT
Normala	B-RML
.	O
-DOCSTART- -X- O O
La	O
AV	B-EVENT
era	O
de	O
0,3	B-RML
en	O
el	O
OD	O
y	O
0,6	B-RML
en	O
el	O
ojo	O
izquierdo	O
(	O
OI	O
)	O
con	O
un	O
defecto	B-EVENT
pupilar	O
aferente	O
relativo	O
de	O
3	B-RML
+	I-RML
/	I-RML
4	I-RML
+	I-RML
en	O
el	O
OD	O
.	O
-DOCSTART- -X- O O
Esfortzuko	O
angina	O
,	O
esfortzu	O
froga	B-EVENT
positiboarekin	B-RML
2006an	O
.	O
-DOCSTART- -X- O O
Hemokultiboa	B-EVENT
:	I-EVENT
negatiboa	B-RML
.	O
-DOCSTART- -X- O O
Analitika	O
berri	O
bat	O
ateratzen	O
zaio	O
:	O
Biokimikan	O
,	O
U	B-EVENT
/	I-EVENT
Kr	O
51	B-RML
/	I-RML
3,01	I-RML
mg	I-RML
/	I-RML
dl	I-RML
,	O
glomeruluen	O
filtrazioa	B-EVENT
27ml	B-RML
/	I-RML
min	I-RML
,	O
proteinak	B-EVENT
5,7	B-RML
,	O
BRT	B-EVENT
1,8mg	B-RML
/	I-RML
dl	I-RML
,	O
BR	B-EVENT
zuzena	O
1,75mg	B-RML
/	I-RML
dl	I-RML
,	O
GOT	B-EVENT
44	B-RML
,	O
GPT	B-EVENT
28	B-RML
,	O
GGT	B-EVENT
90	B-RML
,	O
PCE	B-EVENT
33,69	B-RML
mg	I-RML
/	I-RML
dl	I-RML
(	O
336	B-RML
mg	I-RML
/	I-RML
L	I-RML
)	I-RML
,	O
prokaltzitonina	B-EVENT
67,2	B-RML
.	O
-DOCSTART- -X- O O
Se	O
le	O
realizo	O
una	O
ecografia	O
abdominal	O
,	O
en	O
la	O
que	O
se	O
detecto	O
una	O
lesion	B-EVENT
quistica	O
hepatica	O
de	O
8	B-RML
centimetros	I-RML
,	O
multiloculada	O
,	O
hipoecoica	O
con	O
areas	O
hiperecoicas	O
y	O
calcio	O
,	O
localizada	O
en	O
los	O
segmentos	O
4	O
-	O
5	O
hepaticos	O
y	O
con	O
proyecciones	O
papilares	O
hacia	O
el	O
hilio	O
hepatico	O
.	O
-DOCSTART- -X- O O
PA	B-EVENT
160	B-RML
/	I-RML
98	I-RML
mmHg	I-RML
FC	B-EVENT
100	B-RML
Temp	B-EVENT
36,6oC	B-RML
SO2	B-EVENT
99%	B-RML
-DOCSTART- -X- O O
La	O
densitometria	O
osea	O
(	O
DMO	O
)	O
mostro	O
osteoporosis	O
en	O
la	O
columna	O
lumbar	O
(	O
T	O
